tip_name	collection_date
hCoV-19_USA_CT-CDC-LC0040790_2021	2021-04-06
hCoV-19_USA_NY-Wadsworth-21035200-01_2021	2021-03-20
hCoV-19_USA_NY-NYULH1241_2021	2021-04-07
hCoV-19_USA_IL-CDC-ASC210040656_2021	2021-04-01
hCoV-19_USA_NY-NYCPHL-004260_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_03_29_04N02_2021	2021-03-27
hCoV-19_USA_NY-PRL-2021_03_01_01H14_2021	2021-02-27
hCoV-19_USA_NY-PRL-2021_03_02_00E01_2021	2021-02-28
hCoV-19_USA_MO-CDC-LC0039213_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_01N01_2021	2021-04-02
hCoV-19_USA_OH-21AM-067CO06111_2021	2021-03-09
hCoV-19_USA_NY-NYCPHL-003774_2021	2021-03-08
hCoV-19_USA_NY-NYCPHL-003681_2021	2021-03-01
hCoV-19_USA_NY-NYCPHL-003776_2021	2021-03-08
hCoV-19_USA_NY-PRL-2021_03_29_01G09_2021	2021-03-24
hCoV-19_USA_CT-CDC-LC0040800_2021	2021-04-09
hCoV-19_USA_NY-PRL-2021_0405_01J24_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_03_01_01N12_2021	2021-02-27
hCoV-19_USA_NJ-CDC-IBX560184158032_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_0413_00I04_2021	2021-04-12
hCoV-19_USA_NY-PRL-2021_0415_00M01_2021	2021-04-13
hCoV-19_USA_NY-PRL-2021_03_01_00P02_2021	2021-02-26
hCoV-19_USA_NY-PRL-2021_04_01_00G15_2021	2021-03-29
hCoV-19_USA_NY-NYULH485_2021	2021-02-22
hCoV-19_USA_CA-CDC-QDX23357277_2021	2021-03-26
hCoV-19_USA_CT-CDC-QDX23354555_2021	2021-03-21
hCoV-19_USA_CT-Yale-1782_2021	2021-02-15
hCoV-19_USA_CT-Yale-3080_2021	2021-03-24
hCoV-19_USA_CT-JAX-JAX000662_2021	2021-03-31
hCoV-19_USA_CT-Yale-3505_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0415_01I14_2021	2021-04-13
hCoV-19_USA_CT-Yale-1879_2021	2021-02-22
hCoV-19_USA_CT-Yale-3241_2021	2021-03-27
hCoV-19_USA_CT-Yale-2489_2021	2021-03-12
hCoV-19_USA_CT-Yale-2176_2021	2021-03-09
hCoV-19_USA_CT-Yale-2815_2021	2021-03-19
hCoV-19_USA_CT-JAX-JAX000949_2021	2021-04-09
hCoV-19_USA_CT-Yale-2742_2021	2021-03-20
hCoV-19_USA_CT-JAX-JAX000592_2021	2021-03-24
hCoV-19_USA_CT-Yale-2143_2021	2021-03-07
hCoV-19_USA_CT-Yale-1880_2021	2021-02-22
hCoV-19_USA_CT-JAX-JAX000484_2021	2021-03-28
hCoV-19_USA_CT-CDC-QDX23205417_2021	2021-03-21
hCoV-19_USA_CT-CDC-QDX23205659_2021	2021-03-21
hCoV-19_USA_CT-Yale-2168_2021	2021-03-09
hCoV-19_USA_CT-CDC-QDX23206254_2021	2021-03-21
hCoV-19_USA_CT-JAX-JAX000223_2021	2021-03-10
hCoV-19_USA_CT-JAX-JAX000228_2021	2021-03-10
hCoV-19_USA_CT-CDC-ASC210017019_2021	2021-03-23
hCoV-19_USA_CT-CDCBI-CRSP_01382_2021	2021-03-11
hCoV-19_USA_CT-CDC-LC0036638_2021	2021-03-23
hCoV-19_USA_CT-Yale-3201_2021	2021-03-27
hCoV-19_USA_CT-CDC-QDX23678334_2021	2021-04-05
hCoV-19_USA_CT-JAX-JAX000872_2021	2021-04-05
hCoV-19_USA_CT-JAX-JAX000909_2021	2021-04-05
hCoV-19_USA_CT-JAX-JAX000834_2021	2021-04-07
hCoV-19_USA_CT-Yale-2716_2021	2021-03-19
hCoV-19_USA_CT-Yale-2730_2021	2021-03-19
hCoV-19_USA_CT-Yale-2731_2021	2021-03-19
hCoV-19_USA_CT-Yale-3089_2021	2021-03-25
hCoV-19_USA_CT-CDC-LC0040287_2021	2021-04-04
hCoV-19_USA_CT-Yale-2749_2021	2021-03-20
hCoV-19_USA_CT-Yale-2757_2021	2021-03-20
hCoV-19_USA_CT-Yale-2468_2021	2021-03-11
hCoV-19_USA_CT-Yale-1778_2021	2021-02-15
hCoV-19_USA_CT-JAX-JAX000105_2021	2021-02-23
hCoV-19_USA_CT-Yale-1273_2021	2021-02-02
hCoV-19_USA_CT-Yale-2791_2021	2021-03-21
hCoV-19_USA_CT-Yale-2761_2021	2021-03-20
hCoV-19_USA_CT-Yale-2517_2021	2021-03-12
hCoV-19_USA_CT-Yale-3488_2021	2021-04-05
hCoV-19_USA_CT-Yale-3508_2021	2021-04-05
hCoV-19_USA_CT-Yale-3133_2021	2021-03-27
hCoV-19_USA_CT-JAX-JAX000594_2021	2021-03-23
hCoV-19_USA_CT-CDC-LC0041005_2021	2021-04-07
hCoV-19_USA_CT-Yale-2859_2021	2021-03-21
hCoV-19_USA_CT-CDC-LC0017058_2021	2021-02-10
hCoV-19_USA_CT-Yale-3257_2021	2021-03-27
hCoV-19_USA_CT-Yale-2746_2021	2021-03-19
hCoV-19_USA_CT-Yale-3169_2021	2021-03-26
hCoV-19_USA_CT-JAX-JAX000618_2021	2021-03-23
hCoV-19_USA_CT-Yale-1230_2021	2021-01-26
hCoV-19_USA_CT-Yale-2180_2021	2021-03-07
hCoV-19_USA_CT-Yale-1549_2021	2021-02-11
hCoV-19_USA_CT-Yale-2294_2021	2021-03-07
hCoV-19_USA_CT-Yale-1455_2021	2021-02-10
hCoV-19_USA_CT-JAX-JAX000649_2021	2021-03-31
hCoV-19_USA_CT-JAX-JAX000461_2021	2021-03-24
hCoV-19_USA_HI-H211409_2021	2021-03-03
hCoV-19_USA_NY-Wadsworth-21035563-01_2021	2021-03-21
hCoV-19_USA_NY-PRL-2021_0414_00F02_2021	2021-04-12
hCoV-19_USA_NY-PRL-2021_0407_00A03_2021	2021-04-05
hCoV-19_USA_NY-Wadsworth-21039642-01_2021	2021-03-22
hCoV-19_USA_CT-JAX-JAX000393_2021	2021-03-17
hCoV-19_USA_CT-Yale-2177_2021	2021-03-09
hCoV-19_USA_CT-Yale-2488_2021	2021-03-12
hCoV-19_USA_NY-NYULH724_2021	2021-03-05
hCoV-19_USA_NY-PRL-2021_03_24_00K08_2021	2021-03-21
hCoV-19_USA_NY-PRL-2021_0409_00G16_2021	2021-04-08
hCoV-19_USA_NY-PRL-2021_0405_02N17_2021	2021-04-03
hCoV-19_USA_NY-Wadsworth-21020834-01_2021	2021-02-08
hCoV-19_USA_NY-Wadsworth-21032785-01_2021	2021-02-28
hCoV-19_USA_NJ-PHEL-P21-11076_2021	2021-03-19
hCoV-19_USA_CT-Yale-3301_2021	2021-03-28
hCoV-19_USA_NY-PRL-2021_0405_00B19_2021	2021-03-31
hCoV-19_USA_CT-CDC-QDX23354580_2021	2021-03-21
hCoV-19_USA_CT-Yale-3088_2021	2021-03-24
hCoV-19_USA_ID-IBL-721925_2021	2021-04-07
hCoV-19_USA_NY-PRL-2021_0408_00K24_2021	2021-04-07
hCoV-19_USA_NY-PRL-2021_0408_00J08_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_04_01_00K08_2021	2021-03-28
hCoV-19_USA_NY-NYCPHL-004110_2021	2021-03-26
hCoV-19_USA_NY-Wadsworth-21039625-01_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_03_01_01M14_2021	2021-02-27
hCoV-19_USA_CT-JAX-JAX000272_2021	2021-03-08
hCoV-19_USA_CT-CDC-LC0040526_2021	2021-04-05
hCoV-19_USA_CT-Yale-2414_2021	2021-03-10
hCoV-19_USA_CT-JAX-JAX000265_2021	2021-03-07
hCoV-19_USA_CT-JAX-JAX000125_2021	2021-03-02
hCoV-19_USA_NJ-CDC-ASC210026985_2021	2021-03-28
hCoV-19_USA_CT-CDC-LC0038291_2021	2021-03-29
hCoV-19_USA_NJ-CDC-LC0031697_2021	2021-03-14
hCoV-19_USA_CT-CDC-IBX984569003126_2021	2021-03-25
hCoV-19_USA_PA-CDC-STM-000044044_2021	2021-03-24
hCoV-19_USA_NY-CDC-ASC210046676_2021	2021-04-04
hCoV-19_USA_NJ-PHEL-21-7830_2021	2021-03-14
hCoV-19_USA_NY-Wadsworth-21033242-01_2021	2021-03-11
hCoV-19_USA_NY-PRL-2021_03_01_00C12_2021	2021-02-26
hCoV-19_USA_CT-CDCBI-CRSP_01349_2021	2021-03-08
hCoV-19_USA_NY-NYCPHL-003837_2021	2021-03-12
hCoV-19_USA_NJ-CDC-IBX165746552375_2021	2021-03-29
hCoV-19_USA_NY-CDC-IBX326325712216_2021	2021-03-27
hCoV-19_USA_NJ-CDC-IBX615668770092_2021	2021-03-26
hCoV-19_USA_NJ-CDC-IBX434246983077_2021	2021-03-24
hCoV-19_USA_NJ-CDC-IBX511987766049_2021	2021-03-27
hCoV-19_USA_NY-CDC-IBX061570444239_2021	2021-03-26
hCoV-19_USA_NJ-CDC-ASC210012152_2021	2021-03-19
hCoV-19_USA_NJ-PHEL-P21-12124_2021	2021-04-03
hCoV-19_USA_NJ-PHEL-P21-10637_2021	2021-03-27
hCoV-19_USA_NJ-CDC-QDX23396259_2021	2021-03-27
hCoV-19_USA_CT-CDC-ASC210028404_2021	2021-03-30
hCoV-19_USA_NJ-CDC-ASC210025689_2021	2021-03-29
hCoV-19_USA_NJ-PHEL-P21-13805_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_19_00C19_2021	2021-03-17
hCoV-19_USA_NJ-PHEL-P21-8569_2021	2021-02-20
hCoV-19_USA_NJ-CDC-IBX039458975438_2021	2021-03-23
hCoV-19_USA_NJ-CDC-LC0033191_2021	2021-03-16
hCoV-19_USA_NY-PRL-2021_0412_01A19_2021	2021-04-10
hCoV-19_USA_NJ-CDC-ASC210026142_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_0409_00B06_2021	2021-04-08
hCoV-19_USA_NY-PRL-2021_0412_02A02_2021	2021-04-09
hCoV-19_USA_NY-PRL-2021_0405_00A18_2021	2021-03-30
hCoV-19_USA_NY-PRL-2021_03_29_02O08_2021	2021-03-26
hCoV-19_USA_NY-Wadsworth-21042146-01_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_01C19_2021	2021-03-24
hCoV-19_USA_NY-PRL-2021_0413_00D19_2021	2021-04-12
hCoV-19_USA_NY-PRL-2021_03_29_04F15_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_19_00K05_2021	2021-03-17
hCoV-19_USA_NY-MVL058210026_2021	2021-02-27
hCoV-19_USA_NY-PRL-2021_03_29_03D03_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_05_00N08_2021	2021-03-03
hCoV-19_USA_NY-PRL-2021_0414_00N22_2021	2021-04-13
hCoV-19_USA_NY-PRL-2021_0407_00K20_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0412_02P10_2021	2021-04-09
hCoV-19_USA_NY-CDC-LC0043003_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_02_19_00G16_2021	2021-02-16
hCoV-19_USA_NY-PRL-2021_03_29_00O06_2021	2021-03-25
hCoV-19_USA_NY-CDC-LC0023710_2021	2021-02-24
hCoV-19_USA_OH-CDC-LC0035024_2021	2021-03-23
hCoV-19_USA_VA-CDC-QDX23354429_2021	2021-03-24
hCoV-19_USA_NY-PRL-2021_03_25_00A07_2021	2021-03-22
hCoV-19_USA_NY-PRL-2021_03_19_00O11_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX069122557821_2021	2021-03-26
hCoV-19_USA_CT-Yale-2185_2021	2021-03-11
hCoV-19_USA_NJ-CDC-ASC210026168_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_03_29_01I16_2021	2021-03-23
hCoV-19_USA_CT-Yale-3503_2021	2021-04-06
hCoV-19_USA_NJ-CDC-ASC210010597_2021	2021-03-15
hCoV-19_USA_MT-CDC-IBX698484351891_2021	2021-03-17
hCoV-19_USA_NY-PRL-2021_02_19_01A24_2021	2021-02-16
hCoV-19_USA_NJ-PHEL-P21-9982_2021	2021-02-27
hCoV-19_USA_DC-CDC-LC0033334_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_0405_00D06_2021	2021-03-30
hCoV-19_USA_TX-CDC-FG-020775_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_03_29_02J11_2021	2021-03-26
hCoV-19_USA_NY-NYCPHL-003845_2021	2021-03-12
hCoV-19_USA_NY-PRL-2021_03_19_00B21_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0025791_2021	2021-03-05
hCoV-19_USA_PA-CDC-ASC210038893_2021	2021-03-31
hCoV-19_USA_NJ-CDC-IBX069590034766_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210039145_2021	2021-03-31
hCoV-19_USA_NJ-PHEL-21-10014_2021	2021-04-07
hCoV-19_USA_NJ-CDC-ASC210017169_2021	2021-03-23
hCoV-19_USA_NY-CDC-LC0025729_2021	2021-03-05
hCoV-19_USA_NY-Wadsworth-21032769-01_2021	2021-02-28
hCoV-19_USA_CT-Yale-3121_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036103_2021	2021-03-27
hCoV-19_USA_NY-PRL-03_10_00F24_2021	2021-03-08
hCoV-19_USA_CA-CDC-FG-018615_2021	2021-03-30
hCoV-19_USA_NJ-CDC-LC0043047_2021	2021-04-07
hCoV-19_USA_NY-Wadsworth-21042734-01_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_03_17_00C18_2021	2021-03-15
hCoV-19_USA_NJ-PHEL-21-5949_2021	2021-02-26
hCoV-19_USA_NJ-PHEL-P21-10373_2021	2021-03-23
hCoV-19_USA_NJ-CDC-IBX620516928652_2021	2021-03-29
hCoV-19_USA_NJ-CDC-IBX606025949090_2021	2021-03-18
hCoV-19_USA_NY-CDC-ASC210038643_2021	2021-03-31
hCoV-19_USA_NY-CDC-QDX23572180_2021	2021-03-30
hCoV-19_USA_NJ-CDC-ASC210027033_2021	2021-03-30
hCoV-19_USA_NJ-CDC-STM-000048678_2021	2021-03-31
hCoV-19_USA_NY-CDC-QDX23572349_2021	2021-04-02
hCoV-19_USA_NJ-CDC-ASC210006681_2021	2021-03-13
hCoV-19_USA_NJ-CDC-IBX035222672018_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210006633_2021	2021-03-14
hCoV-19_USA_NJ-CDC-ASC210018281_2021	2021-03-24
hCoV-19_USA_NJ-PHEL-21-8193_2021	2021-03-19
hCoV-19_Spain_MD-HGUGM-21153621_2021	2021-04-04
hCoV-19_Spain_MD-HGUGM-21161986_2021	2021-04-09
hCoV-19_Ecuador_UEES-11943_2021	2021-03-17
hCoV-19_Chile_RM-64941_2021	2021-03-26
hCoV-19_Ecuador_UEES-11984_2021	2021-03-17
hCoV-19_Spain_MD-HGUGM-21145590_2021	2021-03-28
hCoV-19_Germany_NW-RKI-I-071611_2021	2021-03-23
hCoV-19_USA_NY-CDC-IBX368529975143_2021	2021-03-26
hCoV-19_USA_NY-Wadsworth-21032739-01_2021	2021-03-11
hCoV-19_USA_NY-PRL-2021_0414_00J14_2021	2021-04-12
hCoV-19_USA_NY-PRL-2021_02_17_00A06_2021	2021-02-14
hCoV-19_USA_NY-PRL-2021_0412_01A07_2021	2021-04-11
hCoV-19_USA_NJ-CDC-ASC210014562_2021	2021-03-21
hCoV-19_USA_NJ-CDC-QDX23572247_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0043425_2021	2021-04-09
hCoV-19_USA_NJ-CDC-LC0038343_2021	2021-03-31
hCoV-19_USA_NY-CDC-LC0040957_2021	2021-04-09
hCoV-19_USA_NY-PRL-03_08_00K19_2021	2021-03-07
hCoV-19_USA_NY-PRL-2021_03_05_00C16_2021	2021-03-03
hCoV-19_USA_NY-PRL-2021_03_12_00O24_2021	2021-03-11
hCoV-19_USA_NY-PRL-2021_03_17_00K21_2021	2021-03-15
hCoV-19_USA_NY-PRL-2021_0409_00K01_2021	2021-04-07
hCoV-19_USA_NY-PRL-2021_0405_02A09_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0412_00J22_2021	2021-04-08
hCoV-19_USA_NY-PRL-2021_0414_00D18_2021	2021-04-12
hCoV-19_USA_CT-CDC-QDX23396297_2021	2021-03-29
hCoV-19_USA_CT-JAX-JAX000787_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_00L15_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0412_01M18_2021	2021-04-11
hCoV-19_USA_NY-PRL-2021_0405_02O04_2021	2021-04-04
hCoV-19_USA_NY-PRL-2021_0409_00P14_2021	2021-04-07
hCoV-19_USA_CT-CDC-LC0041134_2021	2021-04-10
hCoV-19_USA_NY-CDC-ASC210006111_2021	2021-03-13
hCoV-19_USA_NY-PRL-2021_0407_00C23_2021	2021-04-06
hCoV-19_USA_NY-NYULH794_2021	2021-03-05
hCoV-19_USA_NY-NYULH776_2021	2021-03-10
hCoV-19_USA_NY-NYULH113_2021	2021-02-09
hCoV-19_USA_NY-PRL-2021_0413_00D20_2021	2021-04-11
hCoV-19_USA_NY-PRL-2021_03_01_00D03_2021	2021-02-26
hCoV-19_USA_NY-PRL-2021_04_01_00C01_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_03_29_01F23_2021	2021-03-24
hCoV-19_USA_NY-PRL-2021_03_23_00F22_2021	2021-03-22
hCoV-19_USA_NY-PRL-2021_03_15_01C11_2021	2021-03-13
hCoV-19_USA_NJ-PHEL-P21-7313_2021	2021-02-06
hCoV-19_USA_NY-PRL-2021_03_02_00C06_2021	2021-02-28
hCoV-19_USA_NJ-CDC-IBX160110157314_2021	2021-03-31
hCoV-19_USA_NY-CDC-2-4177114_2021	2021-03-12
hCoV-19_USA_NJ-CDC-ASC210026031_2021	2021-03-28
hCoV-19_USA_PA-CDC-LC0041909_2021	2021-04-01
hCoV-19_USA_MI-CDC-QDX23614204_2021	2021-04-04
hCoV-19_USA_MI-CDC-ASC210010272_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210040821_2021	2021-04-01
hCoV-19_USA_NJ-CDC-LC0034616_2021	2021-03-17
hCoV-19_USA_NY-PRL-2021_03_22_00N04_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_29_04K19_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210046678_2021	2021-04-04
hCoV-19_USA_NJ-CDC-LC0043290_2021	2021-04-08
hCoV-19_USA_NY-Wadsworth-21028700-01_2021	2021-01-14
hCoV-19_USA_NJ-PHEL-P21-6766_2021	2021-02-04
hCoV-19_USA_NY-Wadsworth-21020517-01_2021	2021-02-04
hCoV-19_USA_NY-Wadsworth-21021135-01_2021	2021-02-08
hCoV-19_USA_NJ-CDC-ASC210019763_2021	2021-03-24
hCoV-19_USA_NJ-CDC-LC0038611_2021	2021-03-29
hCoV-19_USA_IL-LCH-0487_2021	2021-04-04
hCoV-19_USA_NJ-PHEL-21-7715_2021	2021-03-18
hCoV-19_USA_NJ-CDC-IBX921469876290_2021	2021-03-16
hCoV-19_USA_CT-Yale-2808_2021	2021-03-18
hCoV-19_USA_CT-Yale-3262_2021	2021-03-25
hCoV-19_USA_CT-JAX-JAX000881_2021	2021-04-07
hCoV-19_USA_CT-Yale-3576_2021	2021-04-02
hCoV-19_USA_CT-JAX-JAX000639_2021	2021-03-24
hCoV-19_USA_CT-JAX-JAX000213_2021	2021-03-10
hCoV-19_USA_NJ-CDC-ASC210009470_2021	2021-03-17
hCoV-19_USA_NJ-CDC-ASC210025463_2021	2021-03-29
hCoV-19_USA_NJ-CDC-LC0036627_2021	2021-03-23
hCoV-19_USA_NJ-PHEL-21-9282_2021	2021-03-25
hCoV-19_USA_CA-LACPHL-AF00805_2021	2021-03-23
hCoV-19_USA_CA-CDC-FG-020260_2021	2021-04-08
hCoV-19_USA_CA-LACPHL-AF00806_2021	2021-03-23
hCoV-19_USA_CA-CDC-FG-019009_2021	2021-03-31
hCoV-19_USA_CA-CDC-FG-019005_2021	2021-03-31
hCoV-19_USA_NY-Wadsworth-21042693-01_2021	2021-04-01
hCoV-19_USA_NJ-CDC-ASC210012178_2021	2021-03-19
hCoV-19_USA_NJ-CDC-ASC210038621_2021	2021-03-31
hCoV-19_USA_NY-Wadsworth-21036664-01_2021	2021-03-17
hCoV-19_USA_NJ-PHEL-21-8151_2021	2021-03-09
hCoV-19_USA_NJ-CDC-ASC210017142_2021	2021-03-22
hCoV-19_USA_CT-JAX-JAX000541_2021	2021-03-21
hCoV-19_USA_CT-Yale-2835_2021	2021-03-22
hCoV-19_USA_CT-JAX-JAX000587_2021	2021-03-22
hCoV-19_USA_CT-JAX-JAX000603_2021	2021-03-22
hCoV-19_USA_CT-CDC-QDX23354534_2021	2021-03-21
hCoV-19_USA_CT-JAX-JAX000481_2021	2021-03-22
hCoV-19_USA_CT-JAX-JAX000511_2021	2021-03-22
hCoV-19_USA_CT-JAX-JAX000295_2021	2021-03-15
hCoV-19_USA_NJ-CDC-LC0042834_2021	2021-04-07
hCoV-19_USA_CA-CDC-FG-019518_2021	2021-04-02
hCoV-19_USA_CT-JAX-JAX000604_2021	2021-03-22
hCoV-19_USA_CT-JAX-JAX000548_2021	2021-03-22
hCoV-19_USA_MT-CDC-IBX205239001735_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210040820_2021	2021-04-01
hCoV-19_USA_NJ-CDC-LC0036678_2021	2021-03-23
hCoV-19_USA_NJ-CDC-LC0032913_2021	2021-03-19
hCoV-19_USA_NJ-CDC-IBX927517906018_2021	2021-03-31
hCoV-19_USA_NJ-PHEL-21-6693_2021	2021-03-08
hCoV-19_USA_NJ-CDC-IBX592336134513_2021	2021-03-16
hCoV-19_USA_NY-PRL-2021_0412_02H16_2021	2021-04-09
hCoV-19_USA_NY-PRL-2021_0412_00I24_2021	2021-04-08
hCoV-19_USA_NY-CDC-LC0042700_2021	2021-04-05
hCoV-19_USA_NJ-CDC-2-4044013_2021	2021-02-27
hCoV-19_USA_NJ-CDC-LC0036210_2021	2021-03-27
hCoV-19_USA_NY-PRL-2021_03_29_04I24_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0033561_2021	2021-03-19
hCoV-19_USA_NJ-CDC-LC0038609_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210010422_2021	2021-03-17
hCoV-19_USA_NJ-S-JS-5434-BTSO975_2021	2021-02-01
hCoV-19_USA_NY-PRL-2021_03_29_02M09_2021	2021-03-26
hCoV-19_USA_CT-Yale-2958_2021	2021-03-26
hCoV-19_USA_CT-JAX-JAX000626_2021	2021-03-24
hCoV-19_USA_CT-JAX-JAX000394_2021	2021-03-17
hCoV-19_USA_CT-JAX-JAX000425_2021	2021-03-19
hCoV-19_USA_CT-JAX-JAX000705_2021	2021-03-29
hCoV-19_USA_CT-Yale-2195_2021	2021-03-08
hCoV-19_USA_CT-Yale-2572_2021	2021-03-12
hCoV-19_USA_CT-JAX-JAX000103_2021	2021-03-03
hCoV-19_USA_NY-PRL-2021_03_19_00P16_2021	2021-03-17
hCoV-19_USA_NY-PRL-2021_02_15_01F05_2021	2021-02-14
hCoV-19_USA_NY-PRL-2021_02_19_00C15_2021	2021-02-16
hCoV-19_USA_CA-CDC-FG-020915_2021	2021-04-08
hCoV-19_USA_NY-PRL-2021_0408_00D19_2021	2021-04-06
hCoV-19_USA_CT-Yale-1228_2021	2021-01-27
hCoV-19_USA_NY-PRL-2021_03_15_01O11_2021	2021-03-13
hCoV-19_USA_IN-CDC-LC0041645_2021	2021-04-02
hCoV-19_England_CAMC-13B0160_2021	2021-03-09
hCoV-19_USA_NY-PRL-2021_03_29_02A03_2021	2021-03-27
hCoV-19_USA_NY-PRL-03_09_00K09_2021	2021-03-05
hCoV-19_USA_NY-CDC-LC0036036_2021	2021-03-27
hCoV-19_USA_CT-Yale-2792_2021	2021-03-20
hCoV-19_USA_CT-Yale-3470_2021	2021-04-02
hCoV-19_USA_CT-JAX-JAX000227_2021	2021-03-10
hCoV-19_USA_NY-NYULH704_2021	2021-02-25
hCoV-19_USA_NY-Wadsworth-21028282-01_2021	2021-02-26
hCoV-19_USA_CT-Yale-3282_2021	2021-03-27
hCoV-19_USA_CT-Yale-3140_2021	2021-03-25
hCoV-19_USA_CT-Yale-3180_2021	2021-03-25
hCoV-19_USA_CT-Yale-3171_2021	2021-03-26
hCoV-19_USA_CT-CDC-QDX23205526_2021	2021-03-21
hCoV-19_USA_CT-JAX-JAX000177_2021	2021-03-03
hCoV-19_USA_NY-PRL-2021_02_25_00C05_2021	2021-02-22
hCoV-19_USA_NY-PRL-2021_02_15_02G09_2021	2021-02-13
hCoV-19_USA_NY-PRL-2021_0412_02C14_2021	2021-04-09
hCoV-19_USA_NY-Wadsworth-21035481-01_2021	2021-03-14
hCoV-19_USA_CT-JAX-JAX000282_2021	2021-03-09
hCoV-19_USA_CT-JAX-JAX000140_2021	2021-03-03
hCoV-19_USA_NY-PRL-2021_03_24_00L18_2021	2021-03-23
hCoV-19_USA_NJ-CDC-ASC210020318_2021	2021-03-25
hCoV-19_USA_SD-SDPHL-0187_2021	2021-03-14
hCoV-19_USA_SD-SDPHL-0219_2021	2021-03-02
hCoV-19_USA_NY-PRL-2021_03_29_01N05_2021	2021-03-27
hCoV-19_USA_NY-PRL-2021_02_10_03H05_2021	2021-02-08
hCoV-19_Singapore_409_2021	2021-04-04
hCoV-19_USA_NY-PRL-03_09_02E06_2021	2021-03-07
hCoV-19_USA_NY-PRL-2021_0405_01L14_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0409_00O14_2021	2021-04-07
hCoV-19_USA_NY-PRL-2021_0407_00F14_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0409_00I02_2021	2021-04-07
hCoV-19_USA_NY-PRL-2021_0412_00B15_2021	2021-04-08
hCoV-19_USA_CT-Yale-2825_2021	2021-03-18
hCoV-19_USA_CT-Yale-2760_2021	2021-03-20
hCoV-19_USA_CT-Yale-3181_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_0414_00B13_2021	2021-04-12
hCoV-19_USA_NY-PRL-2021_03_23_01B03_2021	2021-03-22
hCoV-19_USA_NY-PRL-2021_03_02_00J20_2021	2021-02-28
hCoV-19_USA_NY-PRL-2021_0412_01E17_2021	2021-04-10
hCoV-19_USA_CA-CDC-FG-020199_2021	2021-04-08
hCoV-19_USA_NY-PRL-2021_03_29_02M14_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_03_00I18_2021	2021-03-01
hCoV-19_USA_CT-JAX-J000043_2021	2021-02-12
hCoV-19_USA_CT-JAX-JAX000226_2021	2021-03-10
hCoV-19_USA_CT-Yale-2503_2021	2021-03-12
hCoV-19_USA_CT-Yale-2504_2021	2021-03-12
hCoV-19_USA_CT-CDCBI-CRSP_01428_2021	2021-03-12
hCoV-19_USA_CT-Yale-2521_2021	2021-03-12
hCoV-19_USA_CT-JAX-J000044_2021	2021-02-12
hCoV-19_USA_CT-JAX-JAX000290_2021	2021-03-10
hCoV-19_USA_CT-Yale-2158_2021	2021-03-09
hCoV-19_USA_CT-CDC-LC0041150_2021	2021-04-08
hCoV-19_USA_CT-CDC-LC0018058_2021	2021-02-11
hCoV-19_USA_NJ-CDC-ASC210006110_2021	2021-03-13
hCoV-19_USA_NJ-CDC-LC0038163_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0409_00N19_2021	2021-04-07
hCoV-19_USA_NY-PRL-2021_03_29_03J23_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_04N18_2021	2021-03-27
