tip_name	tip_dates
hCoV-19_USA_NJ-CDC-LC0036256_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036252_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036152_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036004_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0035963_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036088_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036276_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036285_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036213_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036157_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036135_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0035957_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036228_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036014_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036087_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036083_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036053_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036030_2021	2021-03-26
hCoV-19_USA_NJ-CDC-LC0036010_2021	2021-03-26
hCoV-19_USA_NJ-CDC-LC0036214_2021	2021-03-26
hCoV-19_USA_NJ-CDC-LC0036293_2021	2021-03-26
hCoV-19_USA_NJ-CDC-LC0036048_2021	2021-03-26
hCoV-19_USA_NJ-CDC-LC0036154_2021	2021-03-26
hCoV-19_USA_NJ-CDC-LC0036076_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036300_2021	2021-03-26
hCoV-19_USA_NJ-CDC-LC0036139_2021	2021-03-26
hCoV-19_USA_NJ-CDC-LC0036192_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036233_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036155_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036072_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036027_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0035989_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036351_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036460_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036535_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036490_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036362_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036314_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036443_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036538_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036500_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036347_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036405_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036469_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036369_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036343_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036381_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036558_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036554_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036374_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036423_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036461_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036327_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036337_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036479_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036416_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036414_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036472_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036486_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0036324_2021	2021-03-28
hCoV-19_USA_NJ-CDC-LC0036532_2021	2021-03-29
hCoV-19_USA_NJ-CDC-LC0036684_2021	2021-03-23
hCoV-19_USA_NJ-CDC-LC0036592_2021	2021-03-23
hCoV-19_USA_NJ-CDC-LC0036656_2021	2021-03-23
hCoV-19_USA_NJ-CDC-LC0037072_2021	2021-03-26
hCoV-19_USA_NJ-CDC-LC0038131_2021	2021-03-29
hCoV-19_USA_NJ-CDC-LC0038249_2021	2021-03-27
hCoV-19_USA_NJ-CDC-LC0038134_2021	2021-03-29
hCoV-19_USA_NJ-CDC-LC0038170_2021	2021-03-29
hCoV-19_USA_NJ-CDC-LC0038110_2021	2021-03-30
hCoV-19_USA_NJ-CDC-LC0037998_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038052_2021	2021-03-30
hCoV-19_USA_NJ-CDC-LC0038063_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038175_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0037988_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038613_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038651_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038637_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038569_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038458_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038666_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038585_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038409_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038533_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038346_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038540_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038364_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038529_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038605_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038526_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038577_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038507_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038591_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038538_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038537_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0038889_2021	2021-03-29
hCoV-19_USA_NJ-CDC-LC0038997_2021	2021-03-29
hCoV-19_USA_NJ-CDC-LC0038953_2021	2021-03-29
hCoV-19_USA_NJ-CDC-LC0038780_2021	2021-03-29
hCoV-19_USA_NJ-CDC-STM-000045767_2021	2021-03-28
hCoV-19_USA_NJ-CDC-STM-000046721_2021	2021-03-30
hCoV-19_USA_NJ-CDC-QDX23572369_2021	2021-04-03
hCoV-19_USA_NJ-CDC-QDX23572223_2021	2021-03-30
hCoV-19_USA_NJ-CDC-QDX23572229_2021	2021-03-30
hCoV-19_USA_NJ-CDC-QDX23572254_2021	2021-03-31
hCoV-19_USA_NJ-CDC-QDX23572252_2021	2021-03-31
hCoV-19_USA_NJ-CDC-QDX23572239_2021	2021-03-31
hCoV-19_USA_NJ-PHEL-21-9114_2021	2021-03-20
hCoV-19_USA_NJ-PHEL-21-9123_2021	2021-03-28
hCoV-19_USA_NJ-PHEL-21-9274_2021	2021-04-06
hCoV-19_USA_NJ-PHEL-21-9277_2021	2021-03-31
hCoV-19_USA_NJ-PHEL-21-9279_2021	2021-03-15
hCoV-19_USA_NJ-PHEL-21-9816_2021	2021-04-04
hCoV-19_USA_NJ-PHEL-21-9817_2021	2021-04-06
hCoV-19_USA_NJ-PHEL-21-9818_2021	2021-04-03
hCoV-19_USA_NJ-PHEL-21-9823_2021	2021-04-03
hCoV-19_USA_NJ-PHEL-P21-10149_2021	2021-03-27
hCoV-19_USA_NJ-PHEL-P21-12191_2021	2021-04-06
hCoV-19_USA_NJ-PHEL-P21-12513_2021	2021-04-06
hCoV-19_USA_NJ-PHEL-21-9159_2021	2021-04-01
hCoV-19_USA_NJ-PHEL-21-9160_2021	2021-04-04
hCoV-19_USA_NJ-PHEL-21-9182_2021	2021-04-05
hCoV-19_USA_NJ-PHEL-21-9782_2021	2021-04-09
hCoV-19_USA_NJ-PHEL-21-9784_2021	2021-04-09
hCoV-19_USA_NJ-PHEL-21-9804_2021	2021-04-09
hCoV-19_USA_NJ-PHEL-21-9843_2021	2021-04-08
hCoV-19_USA_NJ-PHEL-21-9871_2021	2021-04-08
hCoV-19_USA_NJ-CDC-QDX23572191_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210012314_2021	2021-03-19
hCoV-19_USA_NJ-CDC-ASC210012315_2021	2021-03-19
hCoV-19_USA_NJ-CDC-ASC210012592_2021	2021-03-19
hCoV-19_USA_NJ-CDC-ASC210013070_2021	2021-03-19
hCoV-19_USA_NJ-CDC-ASC210010531_2021	2021-03-17
hCoV-19_USA_NJ-CDC-ASC210010025_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210012326_2021	2021-03-19
hCoV-19_USA_NJ-CDC-ASC210012369_2021	2021-03-19
hCoV-19_USA_NJ-CDC-ASC210012378_2021	2021-03-19
hCoV-19_USA_NJ-CDC-ASC210012379_2021	2021-03-19
hCoV-19_USA_NJ-CDC-ASC210012403_2021	2021-03-19
hCoV-19_USA_NJ-CDC-ASC210019992_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210019996_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210019998_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210019999_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210020003_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210020868_2021	2021-03-26
hCoV-19_USA_NJ-CDC-ASC210020877_2021	2021-03-26
hCoV-19_USA_NJ-CDC-ASC210020461_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210020472_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210020474_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210021230_2021	2021-03-26
hCoV-19_USA_NJ-CDC-ASC210021234_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210021236_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210018897_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210018899_2021	2021-03-23
hCoV-19_USA_NJ-CDC-ASC210018901_2021	2021-03-23
hCoV-19_USA_NJ-CDC-ASC210018904_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210019398_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210019471_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210019575_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210018974_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210047983_2021	2021-04-05
hCoV-19_USA_NJ-CDC-ASC210047989_2021	2021-04-06
hCoV-19_USA_NJ-CDC-ASC210048032_2021	2021-04-06
hCoV-19_USA_NJ-CDC-ASC210040548_2021	2021-03-30
hCoV-19_USA_NJ-CDC-QDX23654854_2021	2021-04-03
hCoV-19_USA_NJ-CDC-QDX23654840_2021	2021-04-05
hCoV-19_USA_NJ-CDC-QDX23654857_2021	2021-04-03
hCoV-19_USA_NJ-CDC-QDX23654837_2021	2021-04-05
hCoV-19_USA_NJ-CDC-QDX23654851_2021	2021-04-03
hCoV-19_USA_NJ-CDC-QDX23654846_2021	2021-04-03
hCoV-19_USA_NJ-CDC-STM-000048835_2021	2021-03-31
hCoV-19_USA_NJ-CDC-LC0041882_2021	2021-04-01
hCoV-19_USA_NJ-CDC-LC0042044_2021	2021-04-01
hCoV-19_USA_NJ-CDC-LC0042099_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042192_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042176_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042261_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042329_2021	2021-04-04
hCoV-19_USA_NJ-CDC-LC0042043_2021	2021-04-04
hCoV-19_USA_NJ-CDC-LC0042250_2021	2021-04-04
hCoV-19_USA_NJ-CDC-LC0042572_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042519_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042371_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042362_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042513_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042534_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042563_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042412_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042546_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042404_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042459_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042435_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042544_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042458_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042402_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042344_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042393_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042395_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042337_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042478_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042541_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042378_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042522_2021	2021-04-02
hCoV-19_USA_NJ-CDC-LC0042531_2021	2021-04-03
hCoV-19_USA_NJ-CDC-LC0043016_2021	2021-04-05
hCoV-19_USA_NJ-CDC-LC0042980_2021	2021-04-05
hCoV-19_USA_NJ-CDC-LC0042957_2021	2021-04-05
hCoV-19_USA_NJ-CDC-LC0042965_2021	2021-04-05
hCoV-19_USA_NJ-CDC-LC0042814_2021	2021-04-06
hCoV-19_USA_NJ-CDC-LC0043004_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0042796_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0042858_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0043046_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0042868_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0042960_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0042979_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0042883_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0042943_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0042827_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0043039_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0042909_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0042954_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0043021_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0042929_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0043063_2021	2021-04-07
hCoV-19_USA_NJ-CDC-LC0043411_2021	2021-04-08
hCoV-19_USA_NJ-CDC-LC0043257_2021	2021-04-08
hCoV-19_USA_NJ-CDC-LC0043316_2021	2021-04-08
hCoV-19_USA_NJ-CDC-LC0043301_2021	2021-04-08
hCoV-19_USA_NJ-CDC-LC0043408_2021	2021-04-08
hCoV-19_USA_NJ-CDC-LC0043215_2021	2021-04-08
hCoV-19_USA_NJ-CDC-LC0043373_2021	2021-04-08
hCoV-19_USA_NJ-CDC-LC0043422_2021	2021-04-08
hCoV-19_USA_NJ-CDC-LC0043320_2021	2021-04-08
hCoV-19_USA_NJ-CDC-LC0043367_2021	2021-04-08
hCoV-19_USA_NJ-CDC-LC0043363_2021	2021-04-08
hCoV-19_USA_NJ-CDC-LC0043253_2021	2021-04-08
hCoV-19_USA_NJ-CDC-LC0043348_2021	2021-04-08
hCoV-19_USA_NJ-CDC-LC0043391_2021	2021-04-09
hCoV-19_USA_NJ-CDC-LC0043244_2021	2021-04-09
hCoV-19_USA_NJ-CDC-LC0043405_2021	2021-04-09
hCoV-19_USA_NJ-CDC-LC0043223_2021	2021-04-09
hCoV-19_USA_NJ-CDC-LC0043350_2021	2021-04-09
hCoV-19_USA_NJ-CDC-LC0043256_2021	2021-04-10
hCoV-19_USA_NJ-CDC-LC0043351_2021	2021-04-09
hCoV-19_USA_NJ-CDC-ASC210026148_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210026162_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210053868_2021	2021-04-09
hCoV-19_USA_NJ-CDC-ASC210023294_2021	2021-03-27
hCoV-19_USA_NJ-CDC-ASC210023295_2021	2021-03-27
hCoV-19_USA_NJ-CDC-ASC210023296_2021	2021-03-27
hCoV-19_USA_NJ-CDC-ASC210023304_2021	2021-03-27
hCoV-19_USA_NJ-CDC-ASC210023308_2021	2021-03-27
hCoV-19_USA_NJ-CDC-ASC210023310_2021	2021-03-27
hCoV-19_USA_NJ-CDC-ASC210023321_2021	2021-03-27
hCoV-19_USA_NJ-CDC-ASC210023323_2021	2021-03-27
hCoV-19_USA_NJ-CDC-ASC210023326_2021	2021-03-27
hCoV-19_USA_NJ-CDC-ASC210023328_2021	2021-03-27
hCoV-19_USA_NJ-CDC-ASC210023331_2021	2021-03-27
hCoV-19_USA_NJ-CDC-ASC210023350_2021	2021-03-27
hCoV-19_USA_NJ-CDC-ASC210027324_2021	2021-03-30
hCoV-19_USA_NJ-CDC-ASC210022470_2021	2021-03-20
hCoV-19_USA_NJ-CDC-ASC210022628_2021	2021-03-26
hCoV-19_USA_NJ-CDC-ASC210022630_2021	2021-03-26
hCoV-19_USA_NJ-CDC-ASC210023480_2021	2021-03-28
hCoV-19_USA_NJ-CDC-ASC210023483_2021	2021-03-26
hCoV-19_USA_NJ-CDC-ASC210024803_2021	2021-03-28
hCoV-19_USA_NJ-CDC-ASC210024806_2021	2021-03-28
hCoV-19_USA_NJ-CDC-ASC210025485_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210038885_2021	2021-03-30
hCoV-19_USA_NJ-CDC-ASC210038551_2021	2021-03-31
hCoV-19_USA_NJ-CDC-ASC210038560_2021	2021-03-31
hCoV-19_USA_NJ-CDC-ASC210038569_2021	2021-03-31
hCoV-19_USA_NJ-CDC-ASC210038674_2021	2021-03-31
hCoV-19_USA_NJ-CDC-ASC210038687_2021	2021-03-31
hCoV-19_USA_NJ-CDC-ASC210026353_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210026358_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210026629_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210027201_2021	2021-03-30
hCoV-19_USA_NJ-CDC-ASC210025676_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210025686_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210025693_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210025705_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210025726_2021	2021-03-28
hCoV-19_USA_NJ-CDC-ASC210025727_2021	2021-03-28
hCoV-19_USA_NJ-CDC-ASC210025728_2021	2021-03-28
hCoV-19_USA_NJ-CDC-ASC210025732_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210025734_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210025736_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210027607_2021	2021-03-30
hCoV-19_USA_NJ-CDC-ASC210027608_2021	2021-03-30
hCoV-19_USA_NJ-CDC-ASC210027613_2021	2021-03-30
hCoV-19_USA_NJ-CDC-ASC210026919_2021	2021-03-30
hCoV-19_USA_NJ-CDC-ASC210028060_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210042329_2021	2021-04-02
hCoV-19_USA_NJ-CDC-ASC210044167_2021	2021-04-03
hCoV-19_USA_NJ-CDC-ASC210044181_2021	2021-04-03
hCoV-19_USA_NJ-CDC-ASC210044184_2021	2021-04-03
hCoV-19_USA_NJ-CDC-ASC210044185_2021	2021-04-03
hCoV-19_USA_NJ-CDC-ASC210044188_2021	2021-04-03
hCoV-19_USA_NJ-CDC-ASC210044672_2021	2021-04-01
hCoV-19_USA_NJ-CDC-ASC210045354_2021	2021-04-04
hCoV-19_USA_NJ-CDC-ASC210045355_2021	2021-04-04
hCoV-19_USA_NJ-CDC-ASC210045359_2021	2021-04-04
hCoV-19_USA_NJ-CDC-ASC210045360_2021	2021-04-04
hCoV-19_USA_NJ-CDC-ASC210045398_2021	2021-04-04
hCoV-19_USA_NJ-CDC-ASC210045403_2021	2021-04-04
hCoV-19_USA_NJ-CDC-ASC210045779_2021	2021-04-05
hCoV-19_USA_NJ-CDC-ASC210045844_2021	2021-04-05
hCoV-19_USA_NJ-CDC-ASC210045847_2021	2021-04-05
hCoV-19_USA_NJ-CDC-STM-000047342_2021	2021-03-31
hCoV-19_USA_NJ-CDC-STM-000046850_2021	2021-03-30
hCoV-19_USA_NJ-CDC-IBX598025056007_2021	2021-03-22
hCoV-19_USA_NJ-CDC-IBX598099976033_2021	2021-03-22
hCoV-19_USA_NJ-CDC-IBX617555963745_2021	2021-03-18
hCoV-19_USA_NJ-CDC-IBX637648943524_2021	2021-03-18
hCoV-19_USA_NJ-CDC-IBX765439353110_2021	2021-03-22
hCoV-19_USA_NJ-CDC-IBX878886278619_2021	2021-03-18
hCoV-19_USA_NJ-CDC-IBX891377347456_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX942201008799_2021	2021-03-18
hCoV-19_USA_NJ-CDC-IBX046465913411_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX048001519458_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX086115612184_2021	2021-03-21
hCoV-19_USA_NJ-CDC-IBX100234567203_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX211516555483_2021	2021-03-18
hCoV-19_USA_NJ-CDC-IBX230009921293_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX311099111660_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX384136640441_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX386851066024_2021	2021-03-20
hCoV-19_USA_NJ-CDC-IBX407699566382_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX444901744252_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX453891644595_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX519568094725_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX537257364620_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX576024152665_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX749724016705_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX755589505392_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX887597913671_2021	2021-03-19
hCoV-19_USA_NJ-CDC-IBX960107099585_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX974448962901_2021	2021-03-17
hCoV-19_USA_NJ-CDC-IBX972516350246_2021	2021-03-16
hCoV-19_USA_NJ-CDC-IBX981103172254_2021	2021-03-16
hCoV-19_USA_NJ-CDC-IBX998564743450_2021	2021-03-16
hCoV-19_USA_NJ-CDC-IBX268477027850_2021	2021-03-15
hCoV-19_USA_NJ-CDC-IBX301471893478_2021	2021-03-16
hCoV-19_USA_NJ-CDC-IBX301551894598_2021	2021-03-16
hCoV-19_USA_NJ-CDC-IBX003668831465_2021	2021-03-27
hCoV-19_USA_NJ-CDC-IBX013920855155_2021	2021-03-26
hCoV-19_USA_NJ-CDC-IBX025774135326_2021	2021-03-25
hCoV-19_USA_NJ-CDC-IBX098698144577_2021	2021-03-25
hCoV-19_USA_NJ-CDC-IBX374250037724_2021	2021-03-25
hCoV-19_USA_NJ-CDC-IBX408668516414_2021	2021-03-23
hCoV-19_USA_NJ-CDC-IBX420875423482_2021	2021-03-27
hCoV-19_USA_NJ-CDC-IBX469652928875_2021	2021-03-27
hCoV-19_USA_NJ-CDC-IBX496271127735_2021	2021-03-25
hCoV-19_USA_NJ-CDC-IBX505570488415_2021	2021-03-25
hCoV-19_USA_NJ-CDC-IBX550562685461_2021	2021-03-27
hCoV-19_USA_NJ-CDC-IBX561015987346_2021	2021-03-27
hCoV-19_USA_NJ-CDC-IBX561062795622_2021	2021-03-24
hCoV-19_USA_NJ-CDC-IBX606249696851_2021	2021-03-25
hCoV-19_USA_NJ-CDC-IBX613647497715_2021	2021-03-27
hCoV-19_USA_NJ-CDC-IBX688986926344_2021	2021-03-25
hCoV-19_USA_NJ-CDC-IBX255019754166_2021	2021-03-24
hCoV-19_USA_NJ-CDC-IBX363560879128_2021	2021-03-30
hCoV-19_USA_NJ-CDC-IBX395230474908_2021	2021-04-02
hCoV-19_USA_NJ-CDC-IBX418436857104_2021	2021-04-02
hCoV-19_USA_NJ-CDC-IBX488893574058_2021	2021-04-02
hCoV-19_USA_NJ-CDC-IBX516695055619_2021	2021-03-30
hCoV-19_USA_NJ-CDC-IBX595754983043_2021	2021-03-30
hCoV-19_USA_NJ-CDC-IBX716405517034_2021	2021-04-02
hCoV-19_USA_NJ-CDC-IBX717906968998_2021	2021-04-02
hCoV-19_USA_NJ-CDC-IBX884587205943_2021	2021-03-29
hCoV-19_USA_NJ-CDC-IBX202429830126_2021	2021-04-03
hCoV-19_USA_NJ-CDC-IBX242527095765_2021	2021-04-03
hCoV-19_USA_NJ-CDC-IBX278316683383_2021	2021-04-03
hCoV-19_USA_NJ-CDC-IBX528185359590_2021	2021-04-03
hCoV-19_USA_NJ-CDC-IBX581757174819_2021	2021-04-03
hCoV-19_USA_NJ-CDC-ASC210010027_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210010290_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210010294_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210012325_2021	2021-03-19
hCoV-19_USA_NJ-PHEL-21-10006_2021	2021-04-07
hCoV-19_USA_NJ-PHEL-21-10009_2021	2021-04-06
hCoV-19_USA_NJ-PHEL-21-10012_2021	2021-03-31
hCoV-19_USA_NJ-PHEL-21-10019_2021	2021-04-07
hCoV-19_USA_NJ-PHEL-21-10020_2021	2021-04-08
hCoV-19_USA_NJ-PHEL-21-9991_2021	2021-04-02
hCoV-19_USA_NJ-CDC-ASC210056638_2021	2021-04-11
hCoV-19_USA_NJ-CDC-ASC210028409_2021	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210038663_2021	2021-03-31
hCoV-19_USA_NJ-CDC-ASC210026343_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210027034_2021	2021-03-30
hCoV-19_USA_NJ-CDC-ASC210027053_2021	2021-03-30
hCoV-19_USA_NJ-CDC-ASC210027223_2021	2021-03-30
hCoV-19_USA_NJ-CDC-ASC210025677_2021	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210045281_2021	2021-04-04
hCoV-19_USA_NJ-CDC-IBX095077561603_2021	2021-04-03
hCoV-19_USA_NJ-CDC-IBX770004340389_2021	2021-04-03
hCoV-19_USA_NJ-CDC-ASC210040171_2021	2021-04-01
hCoV-19_USA_NJ-CDC-ASC210042787_2021	2021-04-02
hCoV-19_USA_NJ-CDC-ASC210042855_2021	2021-04-02
hCoV-19_USA_NJ-CDC-ASC210042859_2021	2021-04-02
hCoV-19_USA_NJ-CDC-ASC210043446_2021	2021-04-01
